country,country_code,year,co2_emissions_mt,co2_per_kwh
IRL,IRL,2021,8.95,282.21
IRL,IRL,2022,8.78,271.7
IRL,IRL,2023,8.83,260.83
IRL,IRL,2024,8.8,250.27
IRN,IRN,2000,99.75,450.55
IRN,IRN,2001,101.43,446.31
IRN,IRN,2002,104.34,448.7
IRN,IRN,2003,106.4,448.16
IRN,IRN,2004,107.59,444.25
IRN,IRN,2005,109.94,444.23
IRN,IRN,2006,111.97,444.49
IRN,IRN,2007,114.58,441.21
IRN,IRN,2008,116.7,443.56
IRN,IRN,2009,121.46,446.0
IRN,IRN,2010,123.04,442.81
IRN,IRN,2011,124.6,441.15
IRN,IRN,2012,127.52,442.77
IRN,IRN,2013,131.63,440.76
IRN,IRN,2014,132.97,437.74
IRN,IRN,2015,137.22,442.33
IRN,IRN,2016,138.42,435.42
IRN,IRN,2017,142.63,436.97
IRN,IRN,2018,145.51,436.26
IRN,IRN,2019,147.93,436.3
IRN,IRN,2020,151.28,435.54
IRN,IRN,2021,152.32,432.55
IRN,IRN,2022,158.48,435.42
IRN,IRN,2023,159.53,430.38
IRN,IRN,2024,162.95,430.74
IRQ,IRQ,2000,16.96,494.77
IRQ,IRQ,2001,17.59,491.77
IRQ,IRQ,2002,18.37,491.1
IRQ,IRQ,2003,19.04,490.31
IRQ,IRQ,2004,19.98,492.98
IRQ,IRQ,2005,20.72,490.51
IRQ,IRQ,2006,21.65,489.78
IRQ,IRQ,2007,22.15,486.29
IRQ,IRQ,2008,23.24,484.95
IRQ,IRQ,2009,24.07,486.87
IRQ,IRQ,2010,25.17,483.33
IRQ,IRQ,2011,26.05,484.92
IRQ,IRQ,2012,26.91,483.05
IRQ,IRQ,2013,28.2,486.36
IRQ,IRQ,2014,29.03,485.19
IRQ,IRQ,2015,29.89,480.16
IRQ,IRQ,2016,31.84,483.16
IRQ,IRQ,2017,32.38,480.09
IRQ,IRQ,2018,33.71,478.69
IRQ,IRQ,2019,35.29,478.06
IRQ,IRQ,2020,36.26,475.66
IRQ,IRQ,2021,38.44,479.23
IRQ,IRQ,2022,39.57,477.96
IRQ,IRQ,2023,40.78,476.83
IRQ,IRQ,2024,42.88,477.23
ISL,ISL,2000,1.02,108.99
ISL,ISL,2001,1.0,103.51
ISL,ISL,2002,1.02,103.08
ISL,ISL,2003,0.98,96.08
ISL,ISL,2004,1.04,98.45
ISL,ISL,2005,1.0,91.63
ISL,ISL,2006,1.01,89.82
ISL,ISL,2007,0.99,85.05
ISL,ISL,2008,1.0,82.73
ISL,ISL,2009,1.0,80.91
ISL,ISL,2010,0.95,73.67
ISL,ISL,2011,0.94,71.35
ISL,ISL,2012,0.95,69.04
ISL,ISL,2013,0.94,66.63
ISL,ISL,2014,0.9,61.81
ISL,ISL,2015,0.86,57.86
ISL,ISL,2016,0.84,53.76
ISL,ISL,2017,0.87,54.27
ISL,ISL,2018,0.76,45.76
ISL,ISL,2019,0.77,45.36
ISL,ISL,2020,0.79,44.84
ISL,ISL,2021,0.69,37.86
ISL,ISL,2022,0.79,42.09
ISL,ISL,2023,0.6,30.85
ISL,ISL,2024,0.57,28.64
ISR,ISR,2000,17.91,537.46
ISR,ISR,2001,18.07,526.86
ISR,ISR,2002,18.59,522.39
ISR,ISR,2003,19.11,520.2
ISR,ISR,2004,19.74,513.8
ISR,ISR,2005,19.97,507.35
ISR,ISR,2006,20.45,504.14
ISR,ISR,2007,21.2,498.86
ISR,ISR,2008,21.57,492.02
ISR,ISR,2009,22.06,487.6
ISR,ISR,2010,22.41,478.34
ISR,ISR,2011,23.11,478.37
ISR,ISR,2012,23.5,470.35
ISR,ISR,2013,23.85,464.16
ISR,ISR,2014,24.59,460.98
ISR,ISR,2015,24.99,452.98
ISR,ISR,2016,25.65,449.49
ISR,ISR,2017,25.75,438.06
ISR,ISR,2018,27.1,440.29
ISR,ISR,2019,27.37,434.19
ISR,ISR,2020,27.8,425.23
ISR,ISR,2021,28.25,420.96
ISR,ISR,2022,29.17,417.87
ISR,ISR,2023,29.98,409.92
ISR,ISR,2024,30.44,407.28
ITA,ITA,2000,66.79,452.3
ITA,ITA,2001,67.32,445.8
ITA,ITA,2002,67.94,437.36
ITA,ITA,2003,68.22,428.68
ITA,ITA,2004,69.64,421.69
ITA,ITA,2005,69.96,417.07
ITA,ITA,2006,70.09,411.78
ITA,ITA,2007,71.81,403.0
ITA,ITA,2008,72.1,397.7
ITA,ITA,2009,73.05,392.39
ITA,ITA,2010,73.69,384.36
ITA,ITA,2011,74.4,376.67
ITA,ITA,2012,76.15,373.44
ITA,ITA,2013,76.23,364.77
ITA,ITA,2014,75.84,355.29
ITA,ITA,2015,77.71,350.65
ITA,ITA,2016,78.13,346.15
ITA,ITA,2017,78.79,338.38
ITA,ITA,2018,79.4,331.26
ITA,ITA,2019,79.42,322.67
ITA,ITA,2020,79.28,318.48
ITA,ITA,2021,80.63,312.21
ITA,ITA,2022,81.35,303.07
ITA,ITA,2023,81.1,298.66
ITA,ITA,2024,81.28,291.42
JAM,JAM,2000,0.94,541.45
JAM,JAM,2001,0.98,539.92
JAM,JAM,2002,1.0,535.12
JAM,JAM,2003,1.05,528.72
JAM,JAM,2004,1.08,523.99
JAM,JAM,2005,1.12,518.17
JAM,JAM,2006,1.17,517.72
JAM,JAM,2007,1.21,511.1
JAM,JAM,2008,1.26,507.79
JAM,JAM,2009,1.31,505.33
JAM,JAM,2010,1.34,499.26
JAM,JAM,2011,1.41,499.01
JAM,JAM,2012,1.46,496.33
JAM,JAM,2013,1.49,489.87
JAM,JAM,2014,1.59,487.78
JAM,JAM,2015,1.62,480.22
JAM,JAM,2016,1.66,473.48
JAM,JAM,2017,1.73,471.9
JAM,JAM,2018,1.79,464.93
JAM,JAM,2019,1.86,464.37
JAM,JAM,2020,1.95,462.07
JAM,JAM,2021,2.0,459.16
JAM,JAM,2022,2.07,454.14
JAM,JAM,2023,2.11,445.21
JAM,JAM,2024,2.26,446.92
JOR,JOR,2000,5.01,527.09
JOR,JOR,2001,5.1,516.46
JOR,JOR,2002,5.23,512.02
JOR,JOR,2003,5.34,507.5
JOR,JOR,2004,5.42,498.14
JOR,JOR,2005,5.61,494.23
JOR,JOR,2006,5.73,486.17
JOR,JOR,2007,5.79,475.87
JOR,JOR,2008,5.95,474.27
JOR,JOR,2009,6.07,469.7
JOR,JOR,2010,6.17,459.56
JOR,JOR,2011,6.33,453.91
JOR,JOR,2012,6.46,446.49
JOR,JOR,2013,6.58,442.42
JOR,JOR,2014,6.7,432.69
JOR,JOR,2015,6.88,429.76
JOR,JOR,2016,7.05,418.97
JOR,JOR,2017,7.2,416.19
JOR,JOR,2018,7.3,408.33
JOR,JOR,2019,7.32,399.8
JOR,JOR,2020,7.55,396.58
JOR,JOR,2021,7.73,390.06
JOR,JOR,2022,7.88,381.43
JOR,JOR,2023,8.01,376.44
JOR,JOR,2024,8.19,369.7
JPN,JPN,2000,262.43,516.52
JPN,JPN,2001,269.26,513.55
JPN,JPN,2002,273.41,511.98
JPN,JPN,2003,273.92,502.09
JPN,JPN,2004,280.61,503.0
JPN,JPN,2005,284.58,492.14
JPN,JPN,2006,292.97,492.72
JPN,JPN,2007,300.32,494.19
JPN,JPN,2008,305.08,487.86
JPN,JPN,2009,311.87,489.59
JPN,JPN,2010,312.9,479.57
JPN,JPN,2011,322.62,478.65
JPN,JPN,2012,330.12,481.38
JPN,JPN,2013,333.91,474.24
JPN,JPN,2014,343.44,469.69
JPN,JPN,2015,344.91,463.03
JPN,JPN,2016,352.0,460.44
JPN,JPN,2017,360.31,459.89
JPN,JPN,2018,370.45,459.52
JPN,JPN,2019,374.72,454.09
JPN,JPN,2020,379.12,448.9
JPN,JPN,2021,388.87,444.96
JPN,JPN,2022,396.44,442.34
JPN,JPN,2023,403.14,440.09
JPN,JPN,2024,410.46,437.88
KAZ,KAZ,2000,38.14,670.94
KAZ,KAZ,2001,39.13,668.37
KAZ,KAZ,2002,40.27,670.12
KAZ,KAZ,2003,41.09,661.57
KAZ,KAZ,2004,42.22,661.58
KAZ,KAZ,2005,43.7,664.71
KAZ,KAZ,2006,44.91,664.28
KAZ,KAZ,2007,45.57,659.86
KAZ,KAZ,2008,47.6,657.94
KAZ,KAZ,2009,48.79,660.88
KAZ,KAZ,2010,50.16,657.44
KAZ,KAZ,2011,51.06,657.84
KAZ,KAZ,2012,53.13,653.95
KAZ,KAZ,2013,54.51,651.46
KAZ,KAZ,2014,55.56,651.45
KAZ,KAZ,2015,57.71,653.54
KAZ,KAZ,2016,58.64,647.66
KAZ,KAZ,2017,61.03,648.2
KAZ,KAZ,2018,62.32,648.03
KAZ,KAZ,2019,64.67,649.52
KAZ,KAZ,2020,66.2,647.48
KAZ,KAZ,2021,67.21,641.16
KAZ,KAZ,2022,69.83,642.53
KAZ,KAZ,2023,71.82,641.5
KAZ,KAZ,2024,73.73,643.57
KEN,KEN,2000,1.73,338.01
KEN,KEN,2001,1.75,325.06
KEN,KEN,2002,1.74,310.11
KEN,KEN,2003,1.77,303.72
KEN,KEN,2004,1.79,293.94
KEN,KEN,2005,1.8,282.28
KEN,KEN,2006,1.78,270.86
KEN,KEN,2007,1.78,258.14
KEN,KEN,2008,1.76,245.77
KEN,KEN,2009,1.75,235.58
KEN,KEN,2010,1.76,226.57
KEN,KEN,2011,1.75,215.52
KEN,KEN,2012,1.71,202.65
KEN,KEN,2013,1.71,194.89
KEN,KEN,2014,1.63,177.62
KEN,KEN,2015,1.67,173.66
KEN,KEN,2016,1.58,157.56
KEN,KEN,2017,1.57,149.62
KEN,KEN,2018,1.51,138.04
KEN,KEN,2019,1.5,131.53
KEN,KEN,2020,1.36,114.79
KEN,KEN,2021,1.32,107.18
KEN,KEN,2022,1.25,97.03
KEN,KEN,2023,1.15,85.52
KEN,KEN,2024,1.02,72.85
KGZ,KGZ,2000,0.67,117.13
KGZ,KGZ,2001,0.65,109.43
KGZ,KGZ,2002,0.66,106.74
KGZ,KGZ,2003,0.71,110.36
KGZ,KGZ,2004,0.74,107.6
KGZ,KGZ,2005,0.73,104.41
KGZ,KGZ,2006,0.79,108.68
KGZ,KGZ,2007,0.79,103.11
KGZ,KGZ,2008,0.83,102.67
KGZ,KGZ,2009,0.84,101.1
KGZ,KGZ,2010,0.87,98.59
KGZ,KGZ,2011,0.91,100.55
KGZ,KGZ,2012,0.91,96.96
KGZ,KGZ,2013,0.96,96.71
KGZ,KGZ,2014,1.05,100.82
KGZ,KGZ,2015,1.06,98.3
KGZ,KGZ,2016,1.07,94.49
KGZ,KGZ,2017,1.13,95.33
KGZ,KGZ,2018,1.15,92.19
KGZ,KGZ,2019,1.26,97.03
KGZ,KGZ,2020,1.25,92.8
KGZ,KGZ,2021,1.28,90.9
KGZ,KGZ,2022,1.31,89.61
KGZ,KGZ,2023,1.4,91.12
KGZ,KGZ,2024,1.41,88.18
KHM,KHM,2000,2.02,335.7
KHM,KHM,2001,2.04,334.08
KHM,KHM,2002,2.06,329.34
KHM,KHM,2003,2.07,324.9
KHM,KHM,2004,2.1,320.19
KHM,KHM,2005,2.13,316.18
KHM,KHM,2006,2.15,315.66
KHM,KHM,2007,2.13,305.66
KHM,KHM,2008,2.2,307.57
KHM,KHM,2009,2.17,296.84
KHM,KHM,2010,2.19,294.9
KHM,KHM,2011,2.2,291.08
KHM,KHM,2012,2.22,282.79
KHM,KHM,2013,2.25,281.96
KHM,KHM,2014,2.26,278.17
KHM,KHM,2015,2.27,273.66
KHM,KHM,2016,2.27,270.08
KHM,KHM,2017,2.29,263.89
KHM,KHM,2018,2.27,258.51
KHM,KHM,2019,2.31,253.94
KHM,KHM,2020,2.3,251.02
KHM,KHM,2021,2.32,246.4
KHM,KHM,2022,2.32,242.11
KHM,KHM,2023,2.33,238.4
KHM,KHM,2024,2.32,233.34
KIR,KIR,2000,0.01,684.76
KIR,KIR,2001,0.01,680.95
KIR,KIR,2002,0.01,678.44
KIR,KIR,2003,0.01,672.44
KIR,KIR,2004,0.01,667.55
KIR,KIR,2005,0.01,664.0
KIR,KIR,2006,0.01,661.02
KIR,KIR,2007,0.01,654.35
KIR,KIR,2008,0.01,651.44
KIR,KIR,2009,0.01,650.7
KIR,KIR,2010,0.01,646.41
KIR,KIR,2011,0.01,635.75
KIR,KIR,2012,0.01,632.25
KIR,KIR,2013,0.01,630.21
KIR,KIR,2014,0.01,625.49
KIR,KIR,2015,0.01,617.09
KIR,KIR,2016,0.02,614.79
KIR,KIR,2017,0.02,614.12
KIR,KIR,2018,0.02,611.07
KIR,KIR,2019,0.02,607.12
KIR,KIR,2020,0.02,597.11
KIR,KIR,2021,0.02,592.71
KIR,KIR,2022,0.02,593.07
KIR,KIR,2023,0.02,588.09
KIR,KIR,2024,0.02,584.11
KNA,KNA,2000,0.04,620.18
KNA,KNA,2001,0.05,614.94
KNA,KNA,2002,0.05,603.19
KNA,KNA,2003,0.05,594.32
KNA,KNA,2004,0.05,587.6
KNA,KNA,2005,0.05,580.05
KNA,KNA,2006,0.06,576.08
KNA,KNA,2007,0.06,568.66
KNA,KNA,2008,0.06,564.61
KNA,KNA,2009,0.06,554.38
KNA,KNA,2010,0.06,544.73
KNA,KNA,2011,0.07,542.52
KNA,KNA,2012,0.06,535.19
KNA,KNA,2013,0.07,528.95
KNA,KNA,2014,0.07,518.82
KNA,KNA,2015,0.07,514.46
KNA,KNA,2016,0.07,503.43
KNA,KNA,2017,0.07,496.68
KNA,KNA,2018,0.08,489.98
KNA,KNA,2019,0.08,480.96
KNA,KNA,2020,0.08,477.16
KNA,KNA,2021,0.08,469.03
KNA,KNA,2022,0.08,460.72
KNA,KNA,2023,0.09,455.09
KNA,KNA,2024,0.09,447.61
KOR,KOR,2000,159.23,472.62
KOR,KOR,2001,163.07,466.89
KOR,KOR,2002,165.19,467.24
KOR,KOR,2003,170.33,464.63
KOR,KOR,2004,173.69,463.99
KOR,KOR,2005,176.11,460.82
KOR,KOR,2006,177.09,455.36
KOR,KOR,2007,183.54,457.56
KOR,KOR,2008,186.63,449.72
KOR,KOR,2009,190.31,451.27
KOR,KOR,2010,195.99,453.5
KOR,KOR,2011,196.73,445.97
KOR,KOR,2012,202.17,444.03
KOR,KOR,2013,202.45,442.1
KOR,KOR,2014,205.92,436.93
KOR,KOR,2015,212.66,437.45
KOR,KOR,2016,217.16,434.15
KOR,KOR,2017,222.88,435.82
KOR,KOR,2018,227.58,436.92
KOR,KOR,2019,230.28,429.83
KOR,KOR,2020,233.14,427.17
KOR,KOR,2021,239.39,426.23
KOR,KOR,2022,241.28,421.35
KOR,KOR,2023,245.3,420.88
KOR,KOR,2024,251.77,420.19
KWT,KWT,2000,20.94,528.96
KWT,KWT,2001,21.65,528.65
KWT,KWT,2002,22.16,526.89
KWT,KWT,2003,22.39,523.11
KWT,KWT,2004,23.28,524.26
KWT,KWT,2005,23.97,522.38
KWT,KWT,2006,24.39,521.4
KWT,KWT,2007,24.87,520.43
KWT,KWT,2008,25.68,520.39
KWT,KWT,2009,26.16,520.23
KWT,KWT,2010,26.75,516.26
KWT,KWT,2011,27.18,514.94
KWT,KWT,2012,28.45,519.14
KWT,KWT,2013,28.91,513.89
KWT,KWT,2014,29.36,512.44
KWT,KWT,2015,30.4,512.55
KWT,KWT,2016,31.24,508.78
KWT,KWT,2017,31.84,509.32
KWT,KWT,2018,32.73,508.51
KWT,KWT,2019,33.34,506.55
KWT,KWT,2020,34.41,508.47
KWT,KWT,2021,35.11,504.29
KWT,KWT,2022,35.51,503.91
KWT,KWT,2023,36.78,503.66
KWT,KWT,2024,37.54,501.55
LAO,LAO,2000,3.54,222.1
LAO,LAO,2001,3.64,220.53
LAO,LAO,2002,3.72,218.19
LAO,LAO,2003,3.88,214.63
LAO,LAO,2004,3.92,209.52
LAO,LAO,2005,4.09,209.11
LAO,LAO,2006,4.24,209.06
LAO,LAO,2007,4.36,206.02
LAO,LAO,2008,4.46,202.61
LAO,LAO,2009,4.62,202.74
LAO,LAO,2010,4.69,197.5
LAO,LAO,2011,4.94,199.08
LAO,LAO,2012,5.05,196.21
LAO,LAO,2013,5.22,194.01
LAO,LAO,2014,5.28,187.76
LAO,LAO,2015,5.54,189.98
LAO,LAO,2016,5.52,182.88
LAO,LAO,2017,5.76,182.04
LAO,LAO,2018,5.9,179.04
LAO,LAO,2019,6.08,177.59
LAO,LAO,2020,6.3,176.02
LAO,LAO,2021,6.47,175.13
LAO,LAO,2022,6.72,173.51
LAO,LAO,2023,6.89,170.25
LAO,LAO,2024,7.05,168.3
LBN,LBN,2000,4.5,498.93
LBN,LBN,2001,4.62,494.6
LBN,LBN,2002,4.77,497.95
LBN,LBN,2003,4.83,494.02
LBN,LBN,2004,4.97,491.34
LBN,LBN,2005,5.17,491.2
LBN,LBN,2006,5.25,485.76
LBN,LBN,2007,5.38,487.69
LBN,LBN,2008,5.45,482.38
LBN,LBN,2009,5.75,484.76
LBN,LBN,2010,5.82,483.26
LBN,LBN,2011,5.98,479.18
LBN,LBN,2012,6.1,478.16
LBN,LBN,2013,6.27,475.12
LBN,LBN,2014,6.44,474.13
LBN,LBN,2015,6.62,474.0
LBN,LBN,2016,6.76,471.1
LBN,LBN,2017,6.97,471.24
LBN,LBN,2018,7.07,466.76
LBN,LBN,2019,7.26,466.89
LBN,LBN,2020,7.5,466.72
LBN,LBN,2021,7.7,465.3
LBN,LBN,2022,7.87,461.05
LBN,LBN,2023,8.11,465.91
LBN,LBN,2024,8.23,456.89
LBR,LBR,2000,0.09,513.67
LBR,LBR,2001,0.1,510.71
LBR,LBR,2002,0.1,509.35
LBR,LBR,2003,0.1,499.98
LBR,LBR,2004,0.1,493.85
LBR,LBR,2005,0.1,490.04
LBR,LBR,2006,0.11,482.96
LBR,LBR,2007,0.11,477.94
LBR,LBR,2008,0.11,472.23
LBR,LBR,2009,0.12,465.45
LBR,LBR,2010,0.11,457.82
LBR,LBR,2011,0.12,452.02
LBR,LBR,2012,0.12,444.03
LBR,LBR,2013,0.12,442.55
LBR,LBR,2014,0.13,438.55
LBR,LBR,2015,0.13,425.7
LBR,LBR,2016,0.13,426.85
LBR,LBR,2017,0.13,418.18
LBR,LBR,2018,0.14,413.29
LBR,LBR,2019,0.14,406.89
LBR,LBR,2020,0.14,399.7
LBR,LBR,2021,0.14,391.37
LBR,LBR,2022,0.15,387.29
LBR,LBR,2023,0.15,382.98
LBR,LBR,2024,0.15,376.7
LBY,LBY,2000,8.13,510.22
LBY,LBY,2001,8.4,511.28
LBY,LBY,2002,8.62,507.88
LBY,LBY,2003,8.9,506.88
LBY,LBY,2004,9.13,505.12
LBY,LBY,2005,9.54,508.92
LBY,LBY,2006,9.76,506.02
LBY,LBY,2007,10.01,502.94
LBY,LBY,2008,10.37,501.71
LBY,LBY,2009,10.72,503.2
LBY,LBY,2010,11.07,500.88
LBY,LBY,2011,11.39,501.78
LBY,LBY,2012,11.83,501.8
LBY,LBY,2013,12.17,498.36
LBY,LBY,2014,12.55,497.18
LBY,LBY,2015,12.84,497.07
LBY,LBY,2016,13.28,494.78
LBY,LBY,2017,13.73,494.04
LBY,LBY,2018,14.35,499.56
LBY,LBY,2019,14.59,494.85
LBY,LBY,2020,15.25,493.05
LBY,LBY,2021,15.47,490.97
LBY,LBY,2022,16.14,490.32
LBY,LBY,2023,16.6,492.06
LBY,LBY,2024,17.11,490.9
LCA,LCA,2000,0.1,615.78
LCA,LCA,2001,0.1,600.56
LCA,LCA,2002,0.11,596.18
LCA,LCA,2003,0.11,587.18
LCA,LCA,2004,0.11,582.23
LCA,LCA,2005,0.11,571.09
LCA,LCA,2006,0.11,560.99
LCA,LCA,2007,0.12,551.69
LCA,LCA,2008,0.12,549.09
LCA,LCA,2009,0.12,536.79
LCA,LCA,2010,0.13,528.02
LCA,LCA,2011,0.12,518.22
LCA,LCA,2012,0.13,514.86
LCA,LCA,2013,0.13,509.15
LCA,LCA,2014,0.14,495.78
LCA,LCA,2015,0.14,488.29
LCA,LCA,2016,0.14,480.66
LCA,LCA,2017,0.14,472.28
LCA,LCA,2018,0.15,463.34
LCA,LCA,2019,0.15,457.66
LCA,LCA,2020,0.16,447.01
LCA,LCA,2021,0.16,439.38
LCA,LCA,2022,0.16,430.25
LCA,LCA,2023,0.16,423.79
LCA,LCA,2024,0.17,414.55
LKA,LKA,2000,2.39,339.6
LKA,LKA,2001,2.49,337.32
LKA,LKA,2002,2.48,326.6
LKA,LKA,2003,2.48,313.23
LKA,LKA,2004,2.52,304.71
LKA,LKA,2005,2.57,298.12
LKA,LKA,2006,2.52,283.91
LKA,LKA,2007,2.59,278.16
LKA,LKA,2008,2.61,270.16
LKA,LKA,2009,2.6,261.42
LKA,LKA,2010,2.61,249.35
LKA,LKA,2011,2.58,239.62
LKA,LKA,2012,2.59,231.61
LKA,LKA,2013,2.62,222.98
LKA,LKA,2014,2.6,212.49
LKA,LKA,2015,2.54,201.35
LKA,LKA,2016,2.52,191.78
LKA,LKA,2017,2.53,185.03
LKA,LKA,2018,2.55,179.63
LKA,LKA,2019,2.43,165.09
LKA,LKA,2020,2.4,157.56
LKA,LKA,2021,2.37,148.68
LKA,LKA,2022,2.31,137.96
LKA,LKA,2023,2.25,130.29
LKA,LKA,2024,2.15,119.65
LSO,LSO,2000,0.03,152.37
LSO,LSO,2001,0.03,147.98
LSO,LSO,2002,0.03,141.74
LSO,LSO,2003,0.03,140.32
LSO,LSO,2004,0.03,136.11
LSO,LSO,2005,0.03,132.17
LSO,LSO,2006,0.03,125.72
LSO,LSO,2007,0.03,125.01
LSO,LSO,2008,0.03,124.18
LSO,LSO,2009,0.03,114.36
LSO,LSO,2010,0.03,113.33
LSO,LSO,2011,0.03,110.29
LSO,LSO,2012,0.03,107.93
LSO,LSO,2013,0.03,99.31
LSO,LSO,2014,0.04,101.84
LSO,LSO,2015,0.03,95.34
LSO,LSO,2016,0.04,95.6
LSO,LSO,2017,0.04,90.2
LSO,LSO,2018,0.03,85.53
LSO,LSO,2019,0.03,79.87
LSO,LSO,2020,0.03,76.08
LSO,LSO,2021,0.03,75.53
LSO,LSO,2022,0.03,72.14
LSO,LSO,2023,0.03,67.53
LSO,LSO,2024,0.03,62.11
LTU,LTU,2000,0.76,450.28
LTU,LTU,2001,0.76,439.01
LTU,LTU,2002,0.77,424.86
LTU,LTU,2003,0.79,409.66
LTU,LTU,2004,0.79,397.06
LTU,LTU,2005,0.81,385.18
LTU,LTU,2006,0.81,370.29
LTU,LTU,2007,0.83,355.78
LTU,LTU,2008,0.81,338.84
LTU,LTU,2009,0.83,330.41
LTU,LTU,2010,0.83,313.61
LTU,LTU,2011,0.82,300.59
LTU,LTU,2012,0.83,288.37
LTU,LTU,2013,0.82,273.74
LTU,LTU,2014,0.81,261.29
LTU,LTU,2015,0.82,245.9
LTU,LTU,2016,0.82,234.05
LTU,LTU,2017,0.8,219.79
LTU,LTU,2018,0.79,208.22
LTU,LTU,2019,0.78,196.13
LTU,LTU,2020,0.74,178.19
LTU,LTU,2021,0.72,164.9
LTU,LTU,2022,0.68,149.88
LTU,LTU,2023,0.65,137.18
LTU,LTU,2024,0.64,125.49
LUX,LUX,2000,0.61,421.07
LUX,LUX,2001,0.62,410.81
LUX,LUX,2002,0.62,398.18
LUX,LUX,2003,0.63,390.71
LUX,LUX,2004,0.63,375.26
LUX,LUX,2005,0.63,366.78
LUX,LUX,2006,0.63,356.56
LUX,LUX,2007,0.63,345.58
LUX,LUX,2008,0.63,337.89
LUX,LUX,2009,0.62,323.19
LUX,LUX,2010,0.63,316.14
LUX,LUX,2011,0.62,303.92
LUX,LUX,2012,0.63,296.09
LUX,LUX,2013,0.61,282.37
LUX,LUX,2014,0.61,272.84
LUX,LUX,2015,0.61,263.38
LUX,LUX,2016,0.6,253.28
LUX,LUX,2017,0.59,240.18
LUX,LUX,2018,0.59,235.03
LUX,LUX,2019,0.57,220.58
LUX,LUX,2020,0.56,209.4
LUX,LUX,2021,0.54,198.79
LUX,LUX,2022,0.54,190.61
LUX,LUX,2023,0.52,180.53
LUX,LUX,2024,0.51,169.94
LVA,LVA,2000,1.0,293.29
LVA,LVA,2001,1.01,286.75
LVA,LVA,2002,1.03,284.54
LVA,LVA,2003,1.04,278.97
LVA,LVA,2004,1.03,269.06
LVA,LVA,2005,1.05,268.6
LVA,LVA,2006,1.07,258.65
LVA,LVA,2007,1.09,257.18
LVA,LVA,2008,1.09,251.07
LVA,LVA,2009,1.1,245.56
LVA,LVA,2010,1.1,237.13
LVA,LVA,2011,1.11,235.28
LVA,LVA,2012,1.14,233.1
LVA,LVA,2013,1.13,223.78
LVA,LVA,2014,1.12,217.97
LVA,LVA,2015,1.15,212.72
LVA,LVA,2016,1.16,210.51
LVA,LVA,2017,1.16,204.67
LVA,LVA,2018,1.15,198.55
LVA,LVA,2019,1.16,191.16
LVA,LVA,2020,1.13,182.84
LVA,LVA,2021,1.17,182.88
LVA,LVA,2022,1.14,174.0
LVA,LVA,2023,1.17,173.55
LVA,LVA,2024,1.19,169.07
MAC,MAC,2000,0.72,449.72
MAC,MAC,2001,0.75,445.02
MAC,MAC,2002,0.77,442.31
MAC,MAC,2003,0.82,443.07
MAC,MAC,2004,0.84,436.53
MAC,MAC,2005,0.88,437.56
MAC,MAC,2006,0.92,437.49
MAC,MAC,2007,0.96,433.74
MAC,MAC,2008,1.0,428.42
MAC,MAC,2009,1.05,431.52
MAC,MAC,2010,1.11,430.66
MAC,MAC,2011,1.14,423.9
MAC,MAC,2012,1.19,421.65
MAC,MAC,2013,1.24,420.64
MAC,MAC,2014,1.3,419.44
MAC,MAC,2015,1.35,415.46
MAC,MAC,2016,1.43,415.99
MAC,MAC,2017,1.48,414.1
MAC,MAC,2018,1.55,413.33
MAC,MAC,2019,1.6,407.83
MAC,MAC,2020,1.67,404.77
MAC,MAC,2021,1.75,404.84
MAC,MAC,2022,1.82,401.05
MAC,MAC,2023,1.94,400.65
MAC,MAC,2024,2.02,403.89
MAR,MAR,2000,9.68,620.35
MAR,MAR,2001,9.98,613.58
MAR,MAR,2002,10.22,606.98
MAR,MAR,2003,10.37,595.48
MAR,MAR,2004,10.9,590.38
MAR,MAR,2005,11.14,581.3
MAR,MAR,2006,11.44,571.18
MAR,MAR,2007,11.69,567.15
MAR,MAR,2008,12.09,560.08
MAR,MAR,2009,12.37,547.21
MAR,MAR,2010,12.82,542.32
MAR,MAR,2011,13.23,536.24
MAR,MAR,2012,13.41,526.9
MAR,MAR,2013,13.86,516.71
MAR,MAR,2014,14.2,512.71
MAR,MAR,2015,14.76,504.19
MAR,MAR,2016,14.85,494.49
MAR,MAR,2017,15.25,483.18
MAR,MAR,2018,15.7,479.07
MAR,MAR,2019,16.07,468.4
MAR,MAR,2020,16.45,460.29
MAR,MAR,2021,16.74,451.33
MAR,MAR,2022,17.24,447.54
MAR,MAR,2023,17.8,438.45
MAR,MAR,2024,18.1,430.96
MDA,MDA,2000,0.93,482.05
MDA,MDA,2001,0.95,475.81
MDA,MDA,2002,0.98,470.21
MDA,MDA,2003,1.02,472.19
MDA,MDA,2004,1.05,465.8
MDA,MDA,2005,1.09,466.88
MDA,MDA,2006,1.13,462.9
MDA,MDA,2007,1.16,456.66
MDA,MDA,2008,1.22,459.69
MDA,MDA,2009,1.25,454.69
MDA,MDA,2010,1.29,454.19
MDA,MDA,2011,1.35,451.43
MDA,MDA,2012,1.4,447.46
MDA,MDA,2013,1.45,448.1
MDA,MDA,2014,1.51,445.39
MDA,MDA,2015,1.55,444.65
MDA,MDA,2016,1.61,438.25
MDA,MDA,2017,1.64,437.28
MDA,MDA,2018,1.72,436.71
MDA,MDA,2019,1.78,433.99
MDA,MDA,2020,1.82,427.63
MDA,MDA,2021,1.9,428.55
MDA,MDA,2022,1.96,423.55
